Number,Block,Base,Fluff,Forehead,Belly,Mood,Nose,Tail,Pelt,Outline,Paws,Head,Face,Bottoms,Top,Tools,Unique,Status,Price,Offer,MaxOffer
952,12085091,Teal,NA,NA,NA,Content,NA,NA,NA,Light Blue,Mellow Yellow,NA,Blue Shield Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
953,12085093,Steel,NA,NA,NA,Pissed,NA,NA,NA,Lime,NA,NA,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
954,12085100,Classic,NA,NA,Off White,Pleased,NA,Brown,NA,NA,NA,Another Red Beanie,VR,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
955,12085099,Black,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Purple Pink Shades,Blue,NA,NA,NA,unlisted,0.0,0,0.0
956,12085098,Basic Pink,NA,NA,NA,Pissed,NA,Sage,NA,NA,Neon Green,NA,Red Glasses,Blue,NA,NA,NA,for_sale,0.2,0,0.0
957,12085102,Lavender,NA,NA,NA,Happy,Brown,NA,NA,NA,NA,NA,NA,NA,Pink Collar,Blue Saber,NA,unlisted,0.0,0,0.0
958,12085101,Flamingo,NA,Grey,NA,Content,NA,NA,NA,NA,NA,Blue Beanie,VR Blue,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
959,12085105,Blush,NA,NA,NA,Meh,Pink,Brown,NA,NA,NA,Grey Crown,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
960,12085103,Pistachio,NA,NA,NA,Happy,NA,Light Green,NA,NA,NA,NA,Pink Purple Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
961,12085104,Grey,NA,NA,NA,Pissed,Pink,Yellow,NA,NA,Cold Feet,Pink Crown,NA,NA,NA,NA,NA,for_sale,0.52,0,0.0
962,12085107,Classic,NA,NA,NA,Unamused,NA,Light Green,NA,Lime,NA,Yellow Hat,Alert Brows,NA,NA,NA,NA,for_sale,0.18,0,0.0
963,12085109,Passion Fruit,NA,Brown,NA,Pleased,NA,NA,NA,NA,NA,Green Crown,VR Orange Green,NA,NA,NA,NA,unlisted,0.0,0,0.0
964,12085112,Dark Grey,NA,NA,NA,Pleased,NA,Light Pink,NA,Green,NA,Green Beanie,Neon Shield Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
965,12085111,Classic,NA,NA,NA,Meh,NA,NA,NA,Lime,NA,NA,Curious Brows,Blue,NA,NA,NA,unlisted,0.0,0,0.0
966,12085106,Steel,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Blue Readers,NA,Heart,NA,NA,for_sale,0.75,0,0.0
967,12085117,Classic,NA,NA,NA,Meh,Purple,Tan,NA,NA,Purples,NA,Pissed Brows,NA,Blue Collar,NA,NA,for_sale,1.25,0,0.0
968,12085113,Classic,NA,NA,NA,Pleased,Brown,NA,NA,NA,NA,NA,NA,NA,Pink Collar,NA,NA,for_sale,3.48,0,0.0
969,12085115,Teal,NA,NA,NA,Pissed,NA,NA,NA,Lime,NA,Red Beanie With Pompom,NA,NA,Yellow Bandana,NA,NA,for_sale,10.0,0,0.0
970,12085108,Lavender,NA,NA,NA,Silly,NA,Light Brown,NA,NA,NA,Green Bow,Pissed Brows,Green,NA,NA,NA,for_sale,0.98,0,0.0
971,12085119,Teal,NA,NA,NA,Silly,NA,NA,NA,NA,NA,Blue Crown,Yellow Orange Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
972,12085122,Classic,NA,NA,NA,Pleased,Very Cold,NA,NA,Green,NA,Green Sweatband,Purple Snorkel,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
973,12085125,Classic,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Dark Pink Sweatband,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
974,12085126,Teal,NA,NA,NA,Content,NA,NA,NA,NA,NA,NA,Sunglasses,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
975,12085128,Fern,NA,NA,NA,Happy,Purple,NA,Orange Brown Stripes,NA,Mellow Yellow,NA,Blue Sunglasses,NA,Purple Heart,NA,NA,unlisted,0.0,0,0.0
976,12085130,Passion Fruit,NA,NA,NA,Pleased,NA,NA,NA,Blue,NA,NA,Neon Shield Glasses,NA,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
977,12085129,Classic,NA,NA,NA,Meh,Brown,NA,NA,NA,NA,NA,Dark Blue Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
978,12085121,Mellow Yellow,NA,NA,NA,Unamused,NA,Tan,NA,NA,NA,Small Pink Bow,Pissed Brows,NA,Pink Collar,NA,NA,unlisted,0.0,0,0.0
979,12085131,Basic Pink,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,for_sale,0.75,0,0.0
980,12085133,Classic,NA,NA,NA,Pleased,Cold,NA,NA,NA,Neon Green,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
981,12085127,Classic,NA,NA,NA,Pissed,NA,NA,NA,Blue,NA,Small Pink Bow,NA,Brown,NA,NA,NA,unlisted,0.0,0,0.0
982,12085134,Dark Grey,NA,NA,NA,Pleased,Brown,NA,NA,NA,Cold Feet,NA,Green Readers,NA,NA,NA,NA,for_sale,2.0,0,0.0
983,12085135,Black,NA,NA,NA,Happy,NA,NA,NA,Light Blue,NA,NA,NA,NA,Green Bandana,Red Saber,NA,unlisted,0.0,0,0.0
984,12085137,Grey,NA,NA,NA,Pissed,NA,NA,NA,Green,Purples,NA,Red Glasses,NA,NA,Lemon Icepop,NA,unlisted,0.0,0,0.0
985,12085139,Classic,NA,NA,NA,Pleased,NA,Yellow,NA,Lime,Dark Purple,Dark Pink Sweatband,NA,NA,NA,Blue Saber,NA,unlisted,0.0,0,0.0
986,12085140,Mellow Yellow,NA,Pink,NA,Happy,Brown,Purple,NA,NA,NA,NA,Blue Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
987,12085141,Perry Winks,NA,NA,NA,Content,NA,Light Brown,NA,Light Blue,NA,NA,Curious Brows,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
988,12085124,Steel,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,Blue Readers,NA,Yellow Bandana,NA,NA,for_sale,0.4,0,0.0
989,12085142,Cornflower,NA,NA,Off White,Happy,NA,NA,NA,NA,NA,NA,NA,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
990,12085144,Classic,NA,NA,NA,Pleased,NA,NA,NA,Pink,NA,Green Beanie,NA,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
991,12085138,Lavender,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,VR,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
992,12085146,Flamingo,NA,Brown,NA,Pissed,NA,Tan,NA,NA,Mellow Yellow,NA,Red Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
993,12085147,Walnut,NA,NA,NA,Meh,Orange,NA,Orange Brown Stripes,Light Blue,Dark Brown,NA,Green Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
994,12085149,Grey,NA,NA,NA,Unamused,Pink,Yellow,NA,NA,NA,Dark Green Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
995,12085114,Classic,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,VR Orange Green,NA,Purple Heart,NA,NA,unlisted,0.0,0,0.0
996,12085150,Pistachio,NA,NA,Pink,Happy,Pink,Light Brown,NA,NA,NA,NA,Skeptical Brows,NA,Pink Collar,NA,NA,for_sale,0.6,0,0.0
997,12085152,Black,NA,NA,NA,Happy,Orange,NA,NA,NA,NA,NA,Red Glasses,Blue,Green Bandana,Blueberry Icepop,NA,for_sale,0.5,0,0.0
998,12085153,Thin Mint,NA,NA,NA,Unamused,NA,NA,NA,Blue,NA,Green Bow,Pissed Brows,Pink,Pumpkin,NA,NA,unlisted,0.0,0,0.0
999,12085143,Carmel,NA,NA,NA,Pleased,NA,Brown,NA,NA,NA,Purple Bow,NA,Green,NA,NA,NA,for_sale,9.99,0,0.0
1000,12085151,Coffee,NA,NA,NA,Silly,NA,NA,NA,Yellow,NA,Yellow Sweatband,Over It Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1001,12085154,Perry Winks,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Neon Pink Shades,NA,Yellow Flowers,NA,NA,unlisted,0.0,0,0.0
1002,12085145,Cornflower,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,NA,Pink Sunglasses,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
1003,12085155,Lavender,NA,NA,NA,Happy,Grey,NA,NA,NA,NA,NA,Purple Snorkel,NA,NA,NA,NA,unlisted,0.0,0,0.0
1004,12085156,Pistachio,NA,NA,NA,Meh,NA,Tan,NA,NA,NA,Dark Pink Sweatband,Blue Round Shades,NA,NA,NA,NA,for_sale,1.0,0,0.0
1005,12085158,Classic,NA,NA,NA,Unamused,NA,NA,NA,NA,Cold Feet,Yellow Sweatband,Alert Brows,Dark Green,NA,NA,NA,unlisted,0.0,0,0.0
1006,12085110,Classic,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Pissed Brows,NA,Yellow Bandana,NA,NA,for_sale,0.85,0,0.0
1007,12085148,Classic,NA,NA,NA,Pleased,NA,Yellow,NA,NA,NA,NA,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1008,12085159,Grey,NA,NA,Off White,Pissed,NA,Brown,NA,NA,NA,Birthday Pink,NA,NA,Purple Flowers,NA,NA,unlisted,0.0,0,0.0
1009,12085160,Pistachio,NA,NA,NA,Happy,Purple,NA,NA,NA,Dark Purple,Dark Green Sweatband,Purple Round Shades,NA,NA,NA,NA,for_sale,4.0,0,0.0
1010,12085162,Lavender,NA,NA,Off White,Happy,NA,NA,NA,NA,Neon Green,Red Beanie With Pompom,Purple Pink Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1011,12085163,Pistachio,NA,NA,NA,Meh,Brown,Sage,NA,Light Blue,NA,Red Beanie With Pompom,Green Goggles,NA,NA,NA,NA,for_sale,4.0,0,0.0
1012,12085095,Walnut,NA,NA,Grey,Meh,Brown,NA,NA,Light Blue,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1013,12085161,Grey,NA,NA,NA,Happy,NA,NA,NA,Green,NA,NA,NA,NA,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
1014,12085164,Basic Pink,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dumbbell,NA,unlisted,0.0,0,0.0
1015,12085165,Blush,NA,NA,NA,Pleased,NA,Brown,NA,NA,NA,Blue Crown,Orange Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1016,12085044,Blush,NA,NA,NA,Pleased,NA,Tan,NA,NA,NA,Yellow Hat,NA,NA,NA,NA,NA,for_sale,0.5,0,0.0
1017,12085166,Classic,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Purple Sweatband,VR Green,NA,NA,NA,NA,unlisted,0.0,0,0.0
1018,12085167,Fern,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Skeptical Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1019,12085168,Basic Pink,NA,NA,Brown,Pleased,Grey,Brown,NA,NA,NA,NA,Blue Sunglasses,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
1020,12085171,Flamingo,NA,NA,NA,Pleased,NA,Brown,NA,Pink,Light Pink,NA,Curious Brows,NA,Tie,NA,NA,unlisted,0.0,0,0.0
1021,12085172,Passion Fruit,NA,NA,NA,Meh,Pink,NA,NA,Grey,Purples,Purple Bow,VR,NA,NA,NA,NA,unlisted,0.0,0,0.0
1022,12085174,Grapefruit,Neon Green,NA,NA,Happy,NA,NA,NA,NA,NA,Teal Hat,VR Green,NA,NA,NA,NA,unlisted,0.0,0,0.0
1023,12085175,Black,NA,NA,NA,Unamused,NA,On Fire,NA,NA,NA,NA,Blue Round Shades,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
1024,12085157,Steel,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Red Beanie With Pompom,Red Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1025,12085173,Pistachio,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Red Beanie With Pompom,Blue Round Shades,NA,Red Bandana,NA,NA,for_sale,1.3,0,0.0
1026,12085176,Steel,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
1027,12085179,Classic,NA,NA,Off White,Pissed,NA,Dark Brown,NA,NA,Purples,NA,Red Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1028,12085180,Black,NA,NA,Grey,Pissed,NA,Blue,Brown Spots,NA,NA,Black Sweatband,Over It Brows,Orange,NA,NA,NA,unlisted,0.0,0,0.0
1029,12085178,Mellow Yellow,NA,NA,NA,Silly,NA,NA,NA,NA,NA,Red Beanie With Pompom,Curious Brows,NA,NA,NA,NA,for_sale,0.28,0,0.0
1030,12085181,Flamingo,NA,NA,NA,Pleased,NA,NA,NA,Brown,NA,NA,Over It Brows,NA,NA,Dumbbell,NA,unlisted,0.0,0,0.0
1031,12085177,Walnut,NA,NA,NA,Pleased,Grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1032,12085058,Mellow Yellow,NA,NA,NA,Pleased,Pink,NA,NA,NA,NA,NA,Blue Green Shades,NA,NA,NA,NA,for_sale,1.5,0,0.0
1033,12085170,Steel,NA,NA,NA,Pleased,NA,NA,NA,Lime,NA,NA,Pissed Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1034,12085184,Fern,NA,NA,Off White,Happy,NA,NA,Brown Stripes,NA,NA,NA,Pink Sunglasses,NA,NA,NA,NA,for_sale,0.3,0,0.0
1035,12085185,Lavender,NA,NA,NA,Meh,Brown,NA,NA,Brown,NA,NA,Curious Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1036,12085169,Walnut,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,VR Blue,NA,NA,NA,NA,for_sale,0.15,0,0.0
1037,12085183,Grapefruit,NA,NA,NA,Pleased,NA,NA,NA,Yellow,NA,Red Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1038,12085186,Cornflower,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Pink Crown,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1039,12085188,Flamingo,NA,NA,NA,Content,NA,NA,NA,NA,NA,Neon Green Sweatband,NA,NA,Blue Collar,Red Saber,NA,for_sale,1.5,0,0.0
1040,12085187,Mellow Yellow,NA,NA,NA,Happy,NA,NA,NA,NA,Purples,NA,Red Glasses,NA,NA,NA,NA,for_sale,0.15,0,0.0
1041,12084948,Flamingo,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
1042,12085190,Classic,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Black Sweatband,Purple Pink Shades,NA,NA,NA,NA,for_sale,0.7,0,0.0
1043,12085192,Classic,NA,NA,NA,Meh,NA,Blue,NA,NA,NA,Red Sweatband,Blue Readers,NA,NA,NA,NA,for_sale,0.15,0,0.0
1044,12085045,Passion Fruit,NA,NA,NA,Pleased,NA,NA,NA,Green,NA,NA,Red Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1045,12085132,Classic,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Dark Pink Sweatband,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1046,12085193,Lavender,NA,NA,NA,Silly,NA,NA,NA,Pink,NA,NA,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1047,12085182,Classic,NA,NA,NA,Happy,NA,Sage,NA,NA,NA,NA,Black Red Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
1048,12085197,Black,NA,NA,NA,Meh,NA,NA,NA,Brown,NA,Tophat,Pink Sunglasses,NA,NA,NA,NA,for_sale,0.87,0,0.0
1049,12085200,Classic Plus,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Orange Bow,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1050,12085199,Dark Grey,NA,Blue,NA,Pleased,NA,NA,NA,Yellow,NA,Bug,Blue Sunglasses,NA,NA,NA,NA,for_sale,5.0,0,0.0
1051,12085136,Mellow Yellow,NA,NA,NA,Happy,NA,NA,NA,NA,Neon Green,NA,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1052,12085194,Grey,NA,NA,Off White,Content,NA,NA,NA,NA,Cold Feet,Dark Pink Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1053,12085195,Dark Grey,NA,NA,Off White,Pleased,NA,NA,NA,NA,Neon Green,NA,Red Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1054,12085191,Pistachio,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,Skeptical Brows,NA,NA,NA,NA,for_sale,0.5,0,0.0
1055,12085196,Classic,NA,NA,NA,Pissed,Grey,Yellow,NA,Lime,NA,NA,NA,NA,NA,NA,NA,for_sale,0.7,0,0.0
1056,12085198,Classic,NA,NA,NA,Unamused,NA,NA,NA,Grey,Dark Purple,NA,Curious Brows,NA,NA,NA,NA,for_sale,0.7,0,0.0
1057,12085202,Grapefruit,NA,NA,NA,Pleased,NA,NA,NA,Yellow,Red,NA,VR Blue,NA,Pumpkin,NA,NA,for_sale,5.0,0,0.0
1058,12085204,Free Britney,NA,NA,NA,Unamused,Purple,Brown,NA,Light Blue,Purples,NA,Green Blue Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
1059,12085201,Walnut,NA,NA,NA,Unamused,Pink,NA,NA,NA,NA,NA,Skeptical Brows,NA,Red Collar,NA,NA,for_sale,0.299,0,0.0
1060,12085203,Grey,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,NA,Surprised Brows,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
1061,12085205,Classic,NA,NA,NA,Silly,Brown,NA,NA,Green,NA,Tophat,Red Glasses,NA,Purple Bandana,NA,NA,unlisted,0.0,0,0.0
1062,12085189,Cornflower,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Dark Pink Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1063,12085206,Fire,NA,NA,NA,Pleased,Very Cold,NA,NA,NA,Purples,NA,3D Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1064,12085207,Carmel,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,NA,Jeans,Red Bandana,NA,NA,unlisted,0.0,0,0.0
1065,12085209,Classic,NA,NA,NA,Pleased,NA,NA,NA,NA,Pastel,Teal Hat,VR,NA,Purple Bandana,Wine,NA,unlisted,0.0,0,0.0
1066,12085210,Thin Mint,NA,NA,NA,Silly,Grey,NA,NA,NA,Sage,NA,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1067,12085213,Basic Pink,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,NA,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
1068,12085120,Passion Fruit,NA,NA,NA,Pleased,NA,NA,NA,NA,Purples,NA,NA,NA,NA,NA,NA,for_sale,1.0,0,0.0
1069,12085214,Classic Plus,NA,NA,NA,Happy,NA,Blue,NA,NA,NA,Green Sweatband,Pink Sunglasses,Jeans,NA,NA,NA,for_sale,3.0,0,0.0
1070,12085215,Fern,NA,NA,NA,Meh,NA,NA,NA,NA,Primary,NA,Blue Round Shades,NA,NA,Wine,NA,unlisted,0.0,0,0.0
1071,12085208,Classic Plus,NA,NA,NA,Happy,Pink,NA,NA,Light Blue,NA,NA,Skeptical Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1072,12085216,Lavender,NA,NA,NA,Meh,NA,NA,NA,Yellow,NA,NA,Curious Brows,Dark Green,NA,NA,NA,unlisted,0.0,0,0.0
1073,12085217,Classic,NA,Grey,NA,Pleased,NA,NA,NA,NA,NA,Mellon,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1074,12085220,Grapefruit,NA,NA,NA,Silly,Pink,NA,NA,NA,Sage,Orange Bow,Curious Brows,NA,Red Bandana,Strawberry Ice Cream,NA,for_sale,3.0,0,0.0
1075,12085219,Flamingo,NA,NA,NA,Pissed,NA,Brown,NA,NA,NA,NA,Orange Snorkel,NA,NA,Berry Ice Pop,NA,for_sale,0.22,0,0.0
1076,12085225,Grey,NA,Cream,NA,Happy,Very Cold,NA,NA,NA,Pastel,Yellow Sweatband,Alert Brows,Orange,NA,NA,NA,for_sale,7.0,0,0.0
1077,12085223,Teal,NA,NA,NA,Pissed,NA,Yellow,NA,Yellow,NA,NA,Blue Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
1078,12085226,Steel,NA,NA,NA,Meh,NA,Blue,NA,NA,NA,Red Sweatband,Red Glasses,Pink,NA,Blueberry Icepop,NA,for_sale,2.0,0,0.0
1079,12085227,Pistachio,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Purple Bow,NA,NA,NA,Green Saber,NA,unlisted,0.0,0,0.0
1080,12085224,Grapefruit,NA,NA,NA,Happy,NA,NA,NA,NA,Purples,Tophat,Surprised Brows,NA,Blue Collar,NA,NA,for_sale,0.159,0,0.0
1081,12085229,Cornflower,NA,NA,NA,Silly,NA,Purple,NA,NA,NA,NA,Pink Purple Shades,NA,NA,Water,NA,unlisted,0.0,0,0.0
1082,12085230,Classic,NA,NA,NA,Content,NA,Blue,NA,NA,Neon Green,NA,Curious Brows,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
1083,12085231,Thin Mint,NA,NA,NA,Happy,Pink,NA,NA,Yellow,Neon Green,Tophat,VR Green,NA,NA,NA,NA,unlisted,0.0,0,0.0
1084,12085233,Lavender,NA,NA,NA,Meh,NA,On Fire,NA,Pink,NA,Yellow Hat,VR Purple,NA,NA,NA,NA,unlisted,0.0,0,0.0
1085,12085228,Classic,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,NA,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1086,12085238,Fire,NA,NA,NA,Happy,NA,Sage,NA,NA,Mellow Yellow,Dark Purple Sweatband,Blue Readers,NA,NA,NA,NA,for_sale,0.8,0,0.0
1087,12085232,Dark Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,Mellow Yellow,Green Crown,Light Orange Snorkel,NA,NA,NA,NA,unlisted,0.0,0,0.0
1088,12085239,Mellow Yellow,NA,NA,Off White,Pissed,NA,NA,NA,NA,Mellow Yellow,NA,VR,NA,NA,Blue Saber,NA,for_sale,3.0,0,0.0
1089,12085237,Walnut,NA,NA,NA,Happy,NA,NA,Brown Spots,NA,NA,Blue Crown,Skeptical Brows,NA,NA,NA,NA,for_sale,0.5,0,0.0
1090,12085236,Walnut,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Saber,NA,unlisted,0.0,0,0.0
1091,12085240,Grapefruit,NA,NA,NA,Silly,NA,Sage,NA,NA,NA,NA,Purple Pink Shades,NA,Yellow Bandana,Berry Ice Pop,NA,for_sale,0.8,0,0.0
1092,12085244,Classic,Off White,NA,NA,Pleased,Grey,NA,NA,Brown,NA,NA,Curious Brows,NA,Red Bandana,NA,NA,for_sale,0.6,0,0.0
1093,12085245,Grey,NA,NA,NA,Pleased,NA,NA,NA,Light Blue,Red,Neon Green Sweatband,Skeptical Brows,Blue,Pumpkin,NA,NA,unlisted,0.0,0,0.0
1094,12085246,Classic,NA,NA,NA,Happy,Orange,NA,NA,Blue,NA,Green Crown,Red Glasses,Black,NA,NA,NA,unlisted,0.0,0,0.0
1095,12085242,Lavender,NA,NA,NA,Pleased,Pink,Tan,NA,NA,NA,NA,Blue Green Shades,NA,NA,NA,NA,for_sale,0.5,0,0.0
1096,12085249,Lavender,NA,NA,NA,Content,NA,NA,NA,Green,NA,NA,Over It Brows,Blue,Purple Bandana,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1097,12085248,Classic,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,Green Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1098,12085247,Walnut,NA,NA,NA,Pleased,NA,Tan,NA,NA,NA,Dark Purple Sweatband,Blue Round Shades,NA,NA,NA,NA,for_sale,0.3,0,0.0
1099,12085250,Classic,NA,NA,Off White,Happy,NA,Tan,NA,NA,Neon Green,Small Pink Bow,NA,NA,NA,NA,NA,for_sale,0.18,0,0.0
1100,12085116,Classic,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1101,12085252,Basic Pink,NA,NA,NA,Happy,Purple,NA,NA,NA,Purples,Orange Bow,NA,NA,Heart,NA,NA,for_sale,1.0,0,0.0
1102,12085221,Dark Grey,NA,NA,NA,Silly,Cold,NA,NA,NA,NA,NA,Alert Brows,Green,NA,NA,NA,unlisted,0.0,0,0.0
1103,12085253,Perry Winks,NA,NA,NA,Pleased,NA,Yellow,NA,NA,NA,NA,Pink Sunglasses,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
1104,12085254,Basic Pink,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Red Beanie With Pompom,Green Round Shades,Orange,Red Bandana,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1105,12085251,Grey,NA,Pink,NA,Unamused,NA,NA,NA,NA,NA,Neon Green Sweatband,Green Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1106,12085257,Basic Pink,NA,NA,NA,Pleased,Very Cold,NA,NA,Lime,NA,Purple Bow,Curious Brows,NA,NA,Lemon Icepop,NA,for_sale,3.0,0,0.0
1107,12085258,Flamingo,NA,NA,NA,Pissed,Brown,Dark Brown,NA,Lime,NA,Purple Bow,Pissed Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1108,12085255,Blush,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Pink Protective Goggles,NA,NA,NA,NA,for_sale,0.2,0,0.0
1109,12085259,Teal,NA,NA,NA,Unamused,NA,Sage,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1110,12085261,Teal,NA,NA,NA,Pissed,NA,NA,NA,Light Blue,Sage,Red Beanie With Pompom,Kris Jenner Shades,NA,NA,Blueberry Icepop,NA,for_sale,1.2,0,0.0
1111,12085262,Black,NA,NA,NA,Meh,Brown,NA,NA,NA,NA,NA,Red Readers,NA,Blue Bandana,NA,NA,for_sale,0.43,0,0.0
1112,12085260,Steel,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,Purple Pink Shades,Green,NA,NA,NA,for_sale,0.66,0,0.0
1113,12085263,Mellow Yellow,NA,NA,NA,Meh,Purple,Tan,NA,NA,NA,NA,Pink Sunglasses,NA,Purple Bandana,NA,NA,for_sale,0.159,0,0.0
1114,12085265,Basic Pink,NA,Blue,NA,Happy,Brown,NA,NA,NA,NA,NA,Pink Protective Goggles,Black,NA,NA,NA,for_sale,1.0,0,0.0
1115,12085266,Perry Winks,NA,NA,NA,Pleased,NA,Tan,NA,NA,NA,NA,Yellow Orange Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1116,12085267,Ocean,NA,NA,NA,Silly,NA,Purple,NA,NA,NA,NA,Pissed Brows,NA,NA,Dumbbell,NA,unlisted,0.0,0,0.0
